id_campeonato,nombre_campeonato,nombre_torneo
1,Rolf Hoppe 2017,Escolar Atlético Francés
8,Primera Fecha 2017,Grand Prix de Atletismo Escolar UC
9,Segunda Fecha 2017,Grand Prix de Atletismo Escolar UC
10,Tercera Fecha 2017,Grand Prix de Atletismo Escolar UC
11,Cuarta Fecha 2017,Grand Prix de Atletismo Escolar UC
12,Octogonal Final 2017,Grand Prix de Atletismo Escolar UC
13,Metropolitano U20 2017,Metropolitano U20
14,Futuro Preparatorio 2017,Futuro Preparatorio
15,Metropolitano U18 2017,Metropolitano U18
18,CSB 2017,Copa San Benito
19,Futuro Final 2017,Futuro Final
20,Día del Niño 2017,Día del Niño
23,"Copa San Anselmo ""María Gracia Varas"" 2017","Copa San Anselmo ""María Gracia Varas"""
24,Mixto Final 2017,Escolar Atlético Francés
25,Nacional de Menores y Cadetes 2017,Nacional de Menores y Cadetes
26,New Balance Finals 2017,New Balance Finals
27,2018,Metropolitano de Cross Country
28,USACH 2018,Todo Competidor AARM
29,Rolf Hoppe 2018,Escolar Atlético Francés
30,Primera Fecha 2018,Grand Prix de Atletismo Escolar UC
31,Segunda Fecha 2018,Grand Prix de Atletismo Escolar UC
32,San Ignacio 2018,Todo Competidor AARM
33,Tercera Fecha 2018,Grand Prix de Atletismo Escolar UC
34,Cuarta Fecha 2018,Grand Prix de Atletismo Escolar UC
35,Octogonal Final 2018,Grand Prix de Atletismo Escolar UC
36,Mixto Final 2018,Escolar Atlético Francés
37,Futuro Preparatorio 2018,Futuro Preparatorio
38,Futuro Final 2018,Futuro Final
39,Día del Niño 2018,Día del Niño
40,Metropolitano U18 2018,Metropolitano U18
41,La Pintana 2018,Todo Competidor AARM
42,Carabineros 2018,Todo Competidor AARM
43,Ejercito 2018,Todo Competidor AARM
44,Atlético Francés 2018,Todo Competidor AARM
45,Puente Alto 2018,Todo Competidor AARM
46,Escuela Militar 2018,Todo Competidor AARM
50,U. de Chile 2018,Todo Competidor AARM
51,YKA 2018,Todo Competidor AARM
52,Metropolitano U20 2018,Metropolitano U20
53,Carlos Strutz 2018,Todo Competidor AARM
55,Grand Prix Sudamericano CDUC  2018,Grand Prix Sudamericano CDUC
57,Copa Villa María 2018,Copa Villa María
58,Festival de Carreras Colegios Municipalizados 2018,Festival de Carreras Colegios Municipalizados
59,CSB 2018,Copa San Benito
61,"Copa San Anselmo ""María Gracia Varas"" 2018","Copa San Anselmo ""María Gracia Varas"""
63,Copa Santa Úrsula 2018,Copa Santa Úrsula
64,Copa Padre Hurtado de Chillán 2018,Copa Padre Hurtado de Chillán
65,Copa Everest 2018,Copa Everest
66,Velocidad y Saltos 2018,Meeting UC
69,CODEFEN 2018,Campeonato de Atletismo Interescuelas Matrices - CODEFEN
70,Perú 2018,Iberoamericano
71,Cuarta Fecha 2018,Copa Atletismo Escolar RM
72,Quinta Fecha 2018,Copa Atletismo Escolar RM
73,Copa La Cruz 2018,Copa La Cruz
74,Selectivo Final JJAA 2018,Región de Los Rios
76,Ciudad de Concepción 2018,Escolar Mixto
77,New Balance Finals 2018,New Balance Finals
78,Karsten Brodersen 2018,Karsten Brodersen
80,Escolar Nahuén 2018,Escolar Nahuén
81,Nacional Master 2018,Nacional Master
84,Meeting Kia para Padres 2018,Meeting Kia para Padres
85,Sexta Fecha 2018,Copa Atletismo Escolar RM
87,Segunda Fecha 2018,Copa Atletismo Escolar - Coquimbo
92,2019,Metropolitano de Cross Country
93,Futuro Preparatorio 2019,Futuro Preparatorio
94,Día del Niño 2019,Día del Niño
95,Futuro Final 2019,Futuro Final
96,Rolf Hoppe 2019,Escolar Atlético Francés
97,Mixto Final 2019,Escolar Atlético Francés
98,New Balance Finals 2019,New Balance Finals
99,Primera fecha 2019,Grand Prix de Atletismo Escolar UC
100,Segunda Fecha 2019,Grand Prix de Atletismo Escolar UC
101,Tercera Fecha 2019,Grand Prix de Atletismo Escolar UC
102,Cuarta Fecha 2019,Grand Prix de Atletismo Escolar UC
103,Octogonal Final 2019,Grand Prix de Atletismo Escolar UC
108,"Saltos, Medio Fondo y Fondo 2019",Región de Los Rios
111,Metropolitano U20 2019,Metropolitano U20
113,Harambeé/ N. Carvajal 2019,Todo Competidor AARM
126,Selectivo Binacionales RM 2019,Selectivo Binacionales RM
129,Ejercito 2019,Todo Competidor AARM
130,Puente Alto 2019,Todo Competidor AARM
131,Carabineros 2019,Todo Competidor AARM
133,Metropolitano U18 2019,Metropolitano U18
135,Atlético Francés 2019,Todo Competidor AARM
138,Carlos Strutz 2019,Todo Competidor AARM
145,Regional de Lanzamientos 2019,Región de Los Rios
146,Regional de Velocidad y Vallas 2019,Región de Los Rios
147,Velocidad y Saltos 2019,Meeting Club Manquehue
148,Control de Lanzamientos 2019,Región de Los Rios
149,Torneo Ovidio Gajardo Gajardo 2019,Torneo Ovidio Gajardo Gajardo
151,Oassi/ Estudiantes 2019,Todo Competidor AARM
153,Copa Maitenes 2019,Copa Maitenes
154,Primera Fecha 2019,Copa Atletismo Escolar RM
155,2019,Control Evaluativo Fedachi
156,Campeonato Atlético Junior 2019,Campeonato Atlético Junior
157,Campeonato Atlético Senior 2019,Campeonato Atlético Senior
158,Segunda Fecha 2019,Copa Atletismo Escolar RM
159,Copa Instituto Inglés de Rancagua 2019,Copa Instituto Inglés de Rancagua
160,Primera Fecha 2019,Copa Atletismo Escolar - Rancagua
161,Selectivo Oficial JJAA 2019,Región de Los Rios
162,1º Torneo Asociación Atlética 2019,Región de Coquimbo
163,Tercera Fecha 2019,Copa Atletismo Escolar RM
164,Mayor Cup 2019,Mayor Cup
165,Copa Villa María 2019,Copa Villa María
166,Primera Fecha 2019,Juegos Deportivos Escolares - RM
167,Segunda Fecha 2019,Juegos Deportivos Escolares - RM
168,Tercera Fecha 2019,Juegos Deportivos Escolares - RM
169,2º Selectivo JJAA 2019,Región de Los Rios
170,"Copa San Anselmo ""María Gracia Varas"" 2019","Copa San Anselmo ""María Gracia Varas"""
171,Control Evaluativo UC 2019,Control Evaluativo UC
172,Copa Santa Úrsula 2019,Copa Santa Úrsula
173,Torneo Atlético Ciudad de La Serena 2019,Torneo Atlético Ciudad de La Serena
174,Escuela Militar 2019,Todo Competidor AARM
175,Copa Padre Hurtado de Chillán 2019,Copa Padre Hurtado de Chillán
176,Cuarta Fecha 2019,Copa Atletismo Escolar RM
177,Copa La Cruz 2019,Copa La Cruz
178,Olimpiadas Colegios Particulares Subvencionados 2019,Olimpiadas Colegios Particulares Subvencionados
179,Saint George's Cup 2019,Saint George's Cup
180,Segunda Fecha 2019,Copa Atletismo Escolar - Rancagua
181,-,
182,Torneo Club Sporting Coquimbo 2019,Torneo Club Sporting Coquimbo
183,CODEFEN 2019,Campeonato de Atletismo Interescuelas Matrices - CODEFEN
184,Copa Tabancura 2019,Copa Tabancura
186,Quinta Fecha  2019,Copa Atletismo Escolar RM
187,CSB 2019,Copa San Benito
188,Torneo Atlético C.D.S.C. San Antonio 2019,Torneo Atlético C.D.S.C. San Antonio
189,Karsten Brodersen 2019,Karsten Brodersen
190,Copa Trebulco 2019,Copa Trebulco
191,Torneo Atlético Escolar Karen Gallardo Pinto 2019,Torneo Atlético Escolar Karen Gallardo Pinto
192,2019,Torneo Club Atlético O'Higgins
194,Escuela de Aviación (Suspendido) 2019,Todo Competidor AARM
195,Torneo Regional 2019,Asociación Quinta Región
196,Regional Sub12 2019,Juegos Deportivos Escolares - Ñuble
197,Saltos 2019,Meeting UC
198,Saltos y Lanzamientos 2019,Meeting UC
202,Selectivo Regional Cross Country 2020,Asociación Quinta Región
203,Primera fecha 2020,Grand Prix de Atletismo Escolar UC
204,Segunda Fecha 2020,Grand Prix de Atletismo Escolar UC
213,Copa Maitenes 2020,Copa Maitenes
215,Febrero 2020,Meeting Club Manquehue
218,U. De Chile 2020,Todo Competidor AARM
219,Harambeé/ N. Carvajal 2020,Todo Competidor AARM
285,Copa Atlética Campanario 2020,Copa Atlética Campanario
289,Rolf Hoppe 2020,Escolar Atlético Francés
290,Apertura 2020,Meeting UC
292,Indoor 2020,Meeting UC
293,1º Fecha 2020,Copa Atletismo Escolar RM
294,Sexta Fecha 2019,Copa Atletismo Escolar RM
296,Torneo Jaime Torres Ayala 2020,Torneo Jaime Torres Ayala
313,1º Top 10 2021,Meeting UC
314,2º Top 10 2021,Meeting UC
315,1º Top 3 2021,Meeting UC
316,-,
317,1º Top 3 U20 2021,Meeting UC
318,2021,Meeting NCT - Talagante
319,Torneo Preparatorio de Medio Fondo y Fondo 2021,Torneo Preparatorio de Medio Fondo y Fondo
320,2º Top 3 U20 2021,Meeting UC
321,-,
325,Meeting Pruebas Combinadas 2021,Meeting Pruebas Combinadas
326,Metropolitano U18 2021,Metropolitano U18
327,Atlético Francés/ Puente Alto 2021,Todo Competidor AARM
328,Metropolitano U20 2021,Metropolitano U20
330,Portuarios 2021,Todo Competidor AARM
331,Torneo Guillermo García Huidobro 2021,Torneo Guillermo García Huidobro
332,Carl Strutz 2021,Todo Competidor AARM
333,Nicolás Carvajal 2021,Todo Competidor AARM
342,Copa O'Higgins Ejercito 2021,Copa O'Higgins Ejercito
343,Aniversario 2021,Campeonato Club Nilda Rojas
345,Torneo Fiestas Patrias 2021,Torneo Fiestas Patrias
350,Torneo Atlético Bio Bio 2021,Torneo Atlético Bio Bio
351,Fiestas Patrias 2021,Open UC
352,Copa Villa María 2021,Copa Villa María
353,CODEFEN 2021,Campeonato de Atletismo Interescuelas Matrices - CODEFEN
354,Control de Marcas La Pintana 2021,Control de Marcas La Pintana
355,Primavera 2021,Torneo Regional AARV
356,Torneo Gregorio Corvalán 2021,Torneo Gregorio Corvalán
357,Torneo Aniversario Club Atlético Chuquicamata 2021,Torneo Aniversario Club Atlético Chuquicamata
358,1º Control Atlético 2021,Meeting Club Manquehue
359,Torneo Aniversario Ciudad de Concepción 2021,Torneo Aniversario Ciudad de Concepción
360,Grand Prix Colegios Varones Seduc 2021,Grand Prix Colegios Varones Seduc
361,Torneo Ases del Futuro 2021,Torneo Ases del Futuro
362,Torneo Gabriel Barrenechea Leal 2021,Torneo Gabriel Barrenechea Leal
365,Encuentro de Saltos Colegio San Francisco de Asis 2021,Encuentro de Saltos Colegio San Francisco de Asis
366,Torneo Colegio Puerto Varas 2021,Torneo Colegio Puerto Varas
367,Torneo Regional Aniversario AARV 2021,Torneo Regional Aniversario AARV
368,Tarde de Saltos y Lanzamientos 2021,Tarde de Saltos y Lanzamientos
372,"Campeonato Master ""Perla del Norte"" 2021","Campeonato Master ""Perla del Norte"""
373,Torneo Graciela Mardones Medina 2021,Torneo Graciela Mardones Medina
374,Torneo Regional Juegos Araucanía 2021,Torneo Regional Juegos Araucanía
375,Clausura 2021,Open UC
376,Clausura 2021,Grand Prix de Atletismo Escolar UC
377,Campeonato Universitario 2021,Campeonato Universitario
379,Clausura 2021,Torneo Regional AARV
380,Torneo Héctor Constanzo Toro 2021,Región del Bio Bío
381,1º Fecha 2021,Campeonato Club Nilda Rojas
382,Torneo Jorge Segura Bustos 2021,Región del Bio Bío
383,Interescolar Talagante 2021,Interescolar Talagante
384,Meeting de Saltos Francisco Zupeuc 2021,Meeting de Saltos Francisco Zupeuc
385,Jorge Grosser Castillo 2021,Región del Bio Bío
386,Clausura 2021,Torneo Club Atlético Liceo
387,Torneo Stanislav Vozniak 2021,Torneo Stanislav Vozniak
388,Torneo Atletismo Formativo 2021,Región del Bio Bío
389,2021,Juegos Deportivos Escolares - O'Higgins
390,Encuentro Pruebas Combinadas 2021,Circuito Atlético de Verano
391,Meeting Clausura San Fernando 2021,Región de O'Higgins
396,Glorias del Ejército 2022,Torneo Club Atlético Liceo
398,Marcha Atlética en Ruta 2022,Campeonato Nacional
399,1º Todo Competidor 2022,Meeting Club Manquehue
400,San Ignacio 2022,Todo Competidor AARM
401,Carl Strutz 2022,Todo Competidor AARM
409,Metropolitano U20 2022,Metropolitano U20
411,Torneo Mario Correa Letelier 2022,Torneo Mario Correa Letelier
413,Torneo Stanislav Vozniak 2022,Torneo Stanislav Vozniak
414,Velocidad y Saltos 2022,Campeonato Nacional de Área
415,U20 2022,Campeonato Nacional
416,U18/ U16 2022,Campeonato Nacional
417,Primera Fecha 2022,Grand Prix de Atletismo Escolar UC
418,Segunda Fecha 2022,Grand Prix de Atletismo Escolar UC
419,Tercera Fecha 2022,Grand Prix de Atletismo Escolar UC
420,Cuarta Fecha 2022,Grand Prix de Atletismo Escolar UC
421,Octogonal Final 2022,Grand Prix de Atletismo Escolar UC
422,Rolf Hoppe 2022,Escolar Atlético Francés
423,Mixto Final 2022,Escolar Atlético Francés
424,Adulto 2022,Campeonato Nacional
425,Orlando Guaita 2022,Grand Prix Internacional
429,New Balance Finals 2022,New Balance Finals
430,Día del Niño 2022,Día del Niño
431,Selectivo Regional Cross Country 2022,Región del Bio Bío
432,1º Control Lanzamientos 2022,Región de Los Rios
433,2º Control Lanzamientos 2022,Región de Los Rios
434,Regional de Lanzamientos 2022,Región de Los Rios
435,Regional de Medio Fondo 2022,Región de Los Rios
436,Regional de Velocidad y Vallas 2022,Región de Los Rios
437,1º Meeting de Verano UC 2022,Meeting UC
438,Torneo de Verano 2022,Torneo Club Atlético Liceo
440,Lanzamientos 2022,Campeonato Nacional de Área
441,Atlético Preparatorio 2022,Región del Bio Bío
442,Apertura 2022,Asociación Quinta Región
443,Otoño Iº Etapa 2022,Asociación Quinta Región
444,Otoño IIº Etapa 2022,Asociación Quinta Región
446,Cross Country Invierno 2022,Asociación Quinta Región
447,Invierno 2022,Asociación Quinta Región
448,Evaluativo Juegos Binacionales 2022,Asociación Quinta Región
449,10.000 Metros Planos 2022,Campeonato Nacional
450,1º Festival de Lanzamientos Vera 2022,Región de Atacama
451,Evaluativo U18 2022,Evaluativo U18
452,Fondo y Medio Fondo 2022,Campeonato Nacional
453,Marzo 2022,Meeting UC
454,1º Apertura 2022,Torneo APRAC
455,Indoor 2022,Campeonato Sudamericano
456,Mujeres 2022,Copa San Benito
457,Torneo Colegio Puerto Varas 2022,Torneo Colegio Puerto Varas
458,Torneo Ases del Futuro 2022,Torneo Ases del Futuro
459,Torneo Atlético Runnorth Chile 2022,Torneo Atlético Runnorth Chile
460,1º Fecha 2022,Copa Atletismo Escolar RM
461,2º Fecha 2022,Copa Atletismo Escolar RM
462,3º Fecha 2022,Copa Atletismo Escolar RM
463,4º Fecha 2022,Copa Atletismo Escolar RM
464,5º Fecha 2022,Copa Atletismo Escolar RM
465,6º Fecha 2022,Copa Atletismo Escolar RM
466,2º Atlético Preparatorio 2022,Región del Bio Bío
467,1º Control 2022,Torneo APRAC
468,2º Todo Competidor 2022,Meeting Club Manquehue
469,Abril 2022,Meeting UC
471,Preparatorio C. Nacional 2022,Torneo Atlético Phoenix
472,Torneo de La Araucanía 2022,Torneo Atlético Phoenix
473,Apertura 2022,Torneo Asoc. Atletismo Curicó
474,Día del Niño 2022,Torneo Asoc. Atletismo Curicó
475,2º Meeting Alejandra Ramos 2022,Torneo Asoc. Atletismo Curicó
476,Clausura 2022,Torneo Asoc. Atletismo Curicó
478,Aniversario 2022,Torneo Club Atlético Liceo
479,2º Festival de Lanzamientos 2022,Región de Atacama
480,Futuro Preparatorio 2022,Futuro Preparatorio
481,Futuro Final 2022,Futuro Final
482,Copa Villa María 2022,Copa Villa María
483,1º Fecha 2022,Evaluativo 21K
485,1º Fecha 2022,Copa Atletismo Escolar - Rancagua
486,1º Evaluativo 2022,Región de O'Higgins
487,Apertura 2022,Región de Coquimbo
488,Apertura Talca 2022,Torneo Atlético Piduco
489,Hombres 2022,Copa San Benito
490,Torneo Aniversario Antofagasta 2022,Torneo Aniversario Antofagasta
491,1º Fecha 2022,Copa Zona Sur Marcha en Ruta
492,2º Control 2022,Torneo APRAC
494,1º Fecha 2022,Juegos Deportivos Escolares - O'Higgins
495,Mayo 2022,Meeting UC
496,2º Torneo Raúl Guarda Strobel 2022,Región del Bio Bío
497,Torneo Regional Escolar y Clubes AARV 2022,Torneo Regional Escolar y Clubes AARV
498,Comunal Chillán 2022,Juegos Deportivos Escolares - Ñuble
499,Torneo Atlético Ciudad de Linares 2022,Torneo Atlético Ciudad de Linares
500,Torneo Glorias Navales Conmemorativas 2022,Torneo Glorias Navales Conmemorativas
501,Vallas y Garrocha 2022,Meeting UC
502,2º Evaluativo 2022,Región de O'Higgins
503,Campeonato Fenaude Zona Costa 2022,Campeonato Fenaude Zona Costa
504,Primera Fecha 2022,Circuito Atletismo Masters UC
505,Junio 2022,Meeting UC
506,Copa Iquique 2022,Copa Iquique
507,2022,Torneo Condell Runners
508,2º Fecha 2022,Juegos Deportivos Escolares - O'Higgins
509,Selectivo 2022,Juegos Deportivos Escolares - RM
510,-,
511,1º Fecha 2022,Torneo Instituto Alonso de Ercilla
512,2º Fecha 2022,Torneo Instituto Alonso de Ercilla
513,2º Junio 2022,Meeting UC
514,Selectivo Binacionales RM 2022,Selectivo Binacionales RM
515,1º Evaluativo Lanzamientos 2022,Torneo Atlético Phoenix
516,1° Fecha 2022,Metropolitano de Cross Country
517,1º Lanzamientos 2022,Meeting CAS
519,Cross Country Cadecu Athletic 2022,Cross Country Cadecu Athletic
520,Cross Country Invierno 2022,Campeonato Nacional
521,Control de Invierno 2022,Torneo APRAC
522,1º Evaluativo Pista 2022,Torneo Atlético Phoenix
523,1º Evaluativo Saltos 2022,Torneo Atlético Phoenix
524,2º Evaluativo Pista 2022,Torneo Atlético Phoenix
525,1º Control Lanzamientos 2022,Región de Arica y Parinacota
526,2º Control Lanzamientos 2022,Región de Arica y Parinacota
527,Cross Country Invierno Penco 2022,Región del Bio Bío
528,Selectivo Binacionales O'Higgins 2022,Selectivo Binacionales O'Higgins
529,Torneo Atlético Perla del Norte 2022,Torneo Atlético Perla del Norte
530,1º Control de Lanzamientos U18 2022,Región de Los Rios
531,Meeting de Saltos Francisco Zupeuc 2022,Meeting de Saltos Francisco Zupeuc
532,Regional Sub 14 2022,Juegos Deportivos Escolares - Ñuble
533,Coronel 2022,Cross Country Coronel
534,Copa O'Higgins Ejercito 2022,Copa O'Higgins Ejercito
535,Día del Niño Agua Quitral 2022,Torneo APRAC
536,Copa Ciudad de Chillán 2022,Copa Ciudad de Chillán
537,Laja 2022,Cross Country Coronel
538,2º Control de Lanzamientos U18 2022,Región de Los Rios
539,Campeonato de Invierno 2022,Campeonato de Invierno
540,3º Fecha 2022,Juegos Deportivos Escolares - O'Higgins
541,4º Fecha 2022,Juegos Deportivos Escolares - O'Higgins
542,Copa La Cruz 2022,Copa La Cruz
543,Copa Maitenes 2022,Copa Maitenes
544,173º Aniversario Ciudad Coronel 2022,Región del Bio Bío
545,2º Fecha 2022,Evaluativo 21K
547,"U18, Sao Paulo, Brasil. 2022",Campeonato Sudamericano
548,Marlene Ahrens 2022,Grand Prix Internacional
549,U23 2022,Campeonato Sudamericano
555,1º Selectivo Regional 2022,Región de Los Rios
556,Juegos Escolares Universidad Talca 2022,Juegos Escolares Universidad Talca
557,Primavera 2022,Asociación Quinta Región
558,Torneo Juan Silva Rodríguez 2022,Región del Bio Bío
559,Agosto 2022,Meeting UC
560,Jorge Grosser 2022,Grand Prix Internacional
561,Club Atlético Francés 2022,Liga Atlética Regional Metropolitana
562,Universidad Católica 2022,Liga Atlética Regional Metropolitana
563,CAPA y La Pintana 2022,Liga Atlética Regional Metropolitana
564,AARM 2022,Liga Atlética Regional Metropolitana
565,Metropolitano U18 2022,Liga Atlética Regional Metropolitana
566,NCT y Atl. Melipilla 2022,Liga Atlética Regional Metropolitana
567,Oassi y A.Estudiantes 2022,Liga Atlética Regional Metropolitana
569,Campeonato Promesas de Atletismo Sub23 2022,Campeonato Promesas de Atletismo Sub23
570,Femenino 2022,Juegos Nacionales Maristas
572,2º Agosto 2022,Meeting UC
573,Copa Atlética Campanario 2022,Copa Atlética Campanario
574,Campeonato de Temuco 2022,Región de La Araucanía
575,1º Todo Competidor 2022,Región de Arica y Parinacota
576,Control Selectivo Araucanía 2022,Región de Ñuble
577,Torneo Atlético Escolar Karen Gallardo Pinto 2022,Torneo Atlético Escolar Karen Gallardo Pinto
578,Torneo Promesas del Atletismo 2022,Torneo Promesas del Atletismo
579,Segunda Fecha 2022,Circuito Atletismo Masters UC
580,Torneo Gregorio Corvalán 2022,Torneo Gregorio Corvalán
581,Selectivo Final JJAA 2022,Región de Los Rios
582,1º Exhibición Masters 2022,Meeting UC
583,Olimpiadas de Atletismo FEMVO 2022,Olimpiadas de Atletismo FEMVO
584,Karsten Brodersen 2022,Karsten Brodersen
585,1º Meeting 2022,Región de La Araucanía
586,Meeting Aniversario 2022,Asociación Quinta Región
587,"Campeonato Master ""Perla del Norte"" 2022","Campeonato Master ""Perla del Norte"""
588,Selectivo Juegos Araucanía 2022,Región del Bio Bío
589,Copa Instituto Inglés de Rancagua 2022,Copa Instituto Inglés de Rancagua
590,CODEFEN 2022,Campeonato de Atletismo Interescuelas Matrices - CODEFEN
591,Torneo Confraternidad SSCC 2022,Torneo Confraternidad SSCC
592,Regional Juvenil 2022,Juegos Deportivos Escolares - Ñuble
593,Copa Vitacura 2022 2022,Copa Vitacura
594,Masculino 2022,Juegos Nacionales Maristas
595,Campeonato Primavera Ñielol 2022,Campeonato Primavera Ñielol
596,Torneo Aniversario Club Atlético Chuquicamata 2022,Torneo Aniversario Club Atlético Chuquicamata
597,Copa Phoenix 2022,Copa Phoenix
598,Tercera Fecha 2022,Circuito Atletismo Masters UC
599,U14 2022,Torneo APRAC
600,Torneo Aniversario Ciudad de Concepción 2022,Torneo Aniversario Ciudad de Concepción
601,Torneo Enseñanza Básica y Media de San Fernando 2022,Torneo Enseñanza Básica y Media de San Fernando
602,Aniversario 1º Versión 2022,Torneo Club Atlético Búfalos de Tarapacá
603,Copa Liceo Bicentenario de Coihueco 2022,Copa Liceo Bicentenario de Coihueco
604,2º Todo Competidor 2022,Región de Arica y Parinacota
605,2º Fecha 2022,Torneo Atletismo Universitario RM
606,2º Exhibición Masters 2022,Meeting UC
607,-,
608,Torneo Graciela Mardones Medina 2022,Torneo Graciela Mardones Medina
609,Octubre 2022,Meeting UC
610,Olimpiadas Atléticas Nacionales Colegios Adventistas 2022,Olimpiadas Atléticas Nacionales Colegios Adventistas
611,1º Selectivo Regional 2022,Región de Coquimbo
612,Torneo Club Atlético Universitario 2022,Torneo Club Atlético Universitario
613,Aniversario 2º Versión 2022,Torneo Club Atlético Búfalos de Tarapacá
614,Garrocha 2022,Meeting UC
615,Copa Colegio Inglés de Talca 2022,Copa Colegio Inglés de Talca
616,Aniversario y Clausura 2022,Campeonato Club Nilda Rojas
617,Selectivo ADR 2022,Región de Antofagasta
618,Clausura 2022,Región de O'Higgins
619,Selectivo ADR U16 2022,Región de Antofagasta
620,2º Fecha 2022,Copa Zona Sur Carreras Pedestres
621,2º Fecha  2022,Copa Zona Sur Marcha en Ruta
622,Campeonato Atlético Formativo Pruebas Combinadas 2022,Campeonato Atlético Formativo Pruebas Combinadas
623,XLIº Version 2022,Rotary Club Linares
625,2º Selectivo Regional  2022,Región de Coquimbo
626,Zonal Norte 2022,Región de Arica y Parinacota
627,Lucy López Cruz 2022,Liga Atlética Regional Metropolitana
628,Juegos Olímpicos para Padres 2022,Juegos Olímpicos para Padres
629,1º Fecha 2022,Torneo Atletismo Formativo
630,Hector Constanzo Toro 2022,Torneo Atletismo Formativo
631,Campeonato Nacional FENAUDE 2022,Campeonato Nacional FENAUDE
632,2° Fecha 2022,Metropolitano de Cross Country
633,1º Fecha 2023,Copa Atletismo Escolar RM
634,2º Fecha 2023,Copa Atletismo Escolar RM
635,3º Fecha 2023,Copa Atletismo Escolar RM
636,4º Fecha 2023,Copa Atletismo Escolar RM
637,Torneo San Silvestre 2022,Torneo San Silvestre
638,Selectivo Cross Country 2023 2022,Región del Bio Bío
639,5º Fecha 2023,Copa Atletismo Escolar RM
640,6º Fecha 2023,Copa Atletismo Escolar RM
644,Cross Country Verano  2023,Campeonato Nacional
645,Regional Marcha Atlética en Ruta 2023,Torneo Club Deportivo Freire
646,Apertura 2023,Torneo Atlético Phoenix
647,Torneo Colegio Carampangue 2023,Torneo Colegio Carampangue
648,Torneo de Verano 2023,Torneo Club Atlético Liceo
650,Torneo de Apertura 2023,Torneo Asoc. Atletismo Curicó
651,Torneo Aniversario 2023,Torneo Club Atlético Liceo
652,Día del Niño 2023,Torneo Asoc. Atletismo Curicó
653,Glorias del Ejercito 2023,Torneo Club Atlético Liceo
654,3° Meeting Alejandra Ramos 2023,Torneo Asoc. Atletismo Curicó
655,Clausura 2023,Torneo Asoc. Atletismo Curicó
656,Torneo de Invierno 2023,Torneo Condell Runners
657,Lanzamientos 2023,Asociación Quinta Región
658,Fondo y Medio Fondo 2023,Asociación Quinta Región
659,"Velocidades, Saltos y Vallas 2023",Asociación Quinta Región
662,Apertura 1° Etapa 2023,Asociación Quinta Región
663,Apertura 2° Etapa 2023,Asociación Quinta Región
664,-,
665,-,
666,Cross Country Invierno 2023,Asociación Quinta Región
667,Etapa 1° 2023,Evaluativo Binacionales Valparaiso
668,Etapa 2° 2023,Evaluativo Binacionales Valparaiso
670,-,
671,Preparatorio 2023,Región del Bio Bío
672,Torneo Gregorio Corvalán 2023,Torneo Gregorio Corvalán
673,Torneo Atlético Bio Bio 2023,Torneo Atlético Bio Bio
674,Torneo Atlético Juan Silva Rodríguez 2023,Torneo Atlético Juan Silva Rodríguez
675,Torneo Atlético Raúl Guarda 2023,Torneo Atlético Raúl Guarda
677,Cross Country Atlético Nahuen 2023,Región del Bio Bío
679,Torneo Aniversario Ciudad de Coronel 2023,Torneo Aniversario Ciudad de Coronel
